date_time,PM2.5,wind_speed,wind_dir,temp,hotspot_thailand,hotspot_myanmar,hotspot_cambodia,hotspot_lao_pdr,hotspot_p_malaysia,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,wind_dir_sin,wind_dir_cos
2017-07-01 06:00:00,23.0,17.0,242.0,27.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8829,-0.4695
2017-07-01 12:00:00,15.0,18.0,250.0,32.6,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9397,-0.342
2017-07-01 18:00:00,10.0,26.0,255.0,30.1,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9659,-0.2588
2017-07-02 00:00:00,17.0,20.0,262.0,28.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9903,-0.1392
2017-07-02 06:00:00,35.0,18.0,247.0,27.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9205,-0.3907
2017-07-02 12:00:00,15.0,23.0,255.0,32.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9659,-0.2588
2017-07-02 18:00:00,14.0,36.0,277.0,30.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9925,0.1219
2017-07-03 00:00:00,11.0,33.0,290.0,27.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9397,0.342
2017-07-03 06:00:00,25.0,28.0,278.0,27.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9903,0.1392
2017-07-03 12:00:00,16.0,22.0,280.0,32.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9848,0.1736
2017-07-03 18:00:00,10.0,30.0,270.0,30.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0,-0.0
2017-07-04 00:00:00,13.0,34.0,278.0,27.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9903,0.1392
2017-07-04 06:00:00,21.0,34.0,272.0,27.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9994,0.0349
2017-07-04 12:00:00,16.0,26.0,275.0,31.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9962,0.0872
2017-07-04 18:00:00,8.0,29.0,283.0,28.9,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9744,0.225
2017-07-05 00:00:00,22.0,31.0,277.0,26.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9925,0.1219
2017-07-05 06:00:00,15.0,27.0,260.0,26.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9848,-0.1736
2017-07-05 12:00:00,17.0,36.0,260.0,29.3,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9848,-0.1736
2017-07-05 18:00:00,10.0,38.0,270.0,28.6,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0,-0.0
2017-07-06 00:00:00,20.0,31.0,265.0,27.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9962,-0.0872
2017-07-06 06:00:00,18.0,30.0,257.0,27.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9744,-0.225
2017-07-06 12:00:00,14.0,27.0,262.0,32.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9903,-0.1392
2017-07-06 18:00:00,10.0,23.0,252.0,30.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9511,-0.309
