date_time,PM2.5,wind_speed,wind_dir,temp,hotspot_thailand,hotspot_myanmar,hotspot_cambodia,hotspot_lao_pdr,hotspot_p_malaysia,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,wind_dir_sin,wind_dir_cos
2017-07-01 06:00:00,36.0,25.0,243.0,26.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.891,-0.454
2017-07-01 12:00:00,18.0,23.0,242.0,33.3,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8829,-0.4695
2017-07-01 18:00:00,20.0,28.0,235.0,30.6,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8192,-0.5736
2017-07-02 00:00:00,43.0,27.0,255.0,26.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9659,-0.2588
2017-07-02 06:00:00,29.0,31.0,253.0,26.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9563,-0.2924
2017-07-02 12:00:00,14.0,29.0,250.0,32.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9397,-0.342
2017-07-02 18:00:00,21.0,38.0,265.0,30.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9962,-0.0872
2017-07-03 00:00:00,28.0,36.0,280.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9848,0.1736
2017-07-03 06:00:00,38.0,32.0,273.0,26.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9986,0.0523
2017-07-03 12:00:00,8.0,24.0,263.0,32.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9925,-0.1219
2017-07-03 18:00:00,6.0,31.0,263.0,28.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9925,-0.1219
2017-07-04 00:00:00,30.0,40.0,278.0,25.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9903,0.1392
2017-07-04 06:00:00,25.0,40.0,278.0,25.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9903,0.1392
2017-07-04 12:00:00,29.0,35.0,275.0,27.5,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9962,0.0872
2017-07-04 18:00:00,16.0,33.0,275.0,26.1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9962,0.0872
2017-07-05 00:00:00,4.0,40.0,268.0,24.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9994,-0.0349
2017-07-05 06:00:00,31.0,37.0,258.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9781,-0.2079
2017-07-05 12:00:00,7.0,37.0,255.0,27.4,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9659,-0.2588
2017-07-05 18:00:00,11.0,36.0,270.0,25.2,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0,-0.0
2017-07-06 00:00:00,5.0,38.0,265.0,24.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9962,-0.0872
2017-07-06 06:00:00,41.0,38.0,257.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9744,-0.225
2017-07-06 12:00:00,10.0,31.0,255.0,30.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9659,-0.2588
2017-07-06 18:00:00,20.0,31.0,243.0,27.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.891,-0.454
2017-07-07 00:00:00,23.0,35.0,245.0,25.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9063,-0.4226
2017-07-07 06:00:00,17.0,32.0,255.0,25.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9659,-0.2588
2017-07-07 12:00:00,10.0,20.0,243.0,30.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.891,-0.454
2017-07-07 18:00:00,19.0,26.0,245.0,27.6,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9063,-0.4226
2017-07-08 00:00:00,14.0,26.0,248.0,25.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9272,-0.3746
2017-07-08 06:00:00,15.0,26.0,263.0,24.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9925,-0.1219
2017-07-08 12:00:00,2.0,18.0,253.0,26.7,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9563,-0.2924
2017-07-08 18:00:00,37.0,23.0,233.0,26.2,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7986,-0.6018
2017-07-09 00:00:00,19.0,23.0,232.0,24.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.788,-0.6157
2017-07-09 06:00:00,25.0,25.0,237.0,24.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8387,-0.5446
2017-07-09 12:00:00,9.0,21.0,245.0,31.9,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9063,-0.4226
2017-07-09 18:00:00,9.0,21.0,245.0,30.2,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9063,-0.4226
2017-07-10 00:00:00,12.0,23.0,253.0,26.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9563,-0.2924
2017-07-10 06:00:00,17.0,24.0,258.0,26.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9781,-0.2079
2017-07-10 12:00:00,7.0,27.0,260.0,31.6,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9848,-0.1736
2017-07-10 18:00:00,23.0,26.0,280.0,29.1,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9848,0.1736
2017-07-11 00:00:00,43.0,24.0,303.0,25.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8387,0.5446
2017-07-11 06:00:00,26.0,22.0,292.0,25.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9272,0.3746
2017-07-11 12:00:00,22.0,19.0,267.0,31.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9986,-0.0523
2017-07-11 18:00:00,26.0,22.0,260.0,28.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9848,-0.1736
2017-07-12 00:00:00,19.0,25.0,255.0,26.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9659,-0.2588
2017-07-12 06:00:00,9.0,28.0,248.0,25.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9272,-0.3746
2017-07-12 12:00:00,17.0,23.0,253.0,31.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9563,-0.2924
2017-07-12 18:00:00,28.0,23.0,257.0,28.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9744,-0.225
2017-07-13 00:00:00,28.0,36.0,248.0,25.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9272,-0.3746
2017-07-13 06:00:00,29.0,37.0,257.0,25.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9744,-0.225
2017-07-13 12:00:00,14.0,32.0,257.0,30.4,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9744,-0.225
2017-07-13 18:00:00,57.0,35.0,250.0,28.2,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9397,-0.342
2017-07-14 00:00:00,16.0,36.0,252.0,25.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9511,-0.309
2017-07-14 06:00:00,24.0,36.0,268.0,25.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9994,-0.0349
2017-07-14 12:00:00,5.0,29.0,267.0,31.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9986,-0.0523
2017-07-14 18:00:00,19.0,35.0,265.0,28.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9962,-0.0872
2017-07-15 00:00:00,25.0,39.0,282.0,25.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9781,0.2079
2017-07-15 06:00:00,26.0,49.0,275.0,24.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9962,0.0872
2017-07-15 12:00:00,14.0,53.0,287.0,26.1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9563,0.2924
2017-07-15 18:00:00,31.0,50.0,278.0,26.1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9903,0.1392
2017-07-16 00:00:00,29.0,44.0,273.0,24.3,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9986,0.0523
2017-07-16 06:00:00,26.0,44.0,273.0,24.3,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9986,0.0523
2017-07-16 12:00:00,12.0,40.0,280.0,29.4,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9848,0.1736
2017-07-16 18:00:00,13.0,39.0,272.0,27.5,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9994,0.0349
2017-07-17 00:00:00,26.0,45.0,265.0,24.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9962,-0.0872
2017-07-17 06:00:00,26.0,52.0,268.0,23.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9994,-0.0349
