date_time,PM2.5,wind_speed,wind_dir,temp,hotspot_thailand,hotspot_myanmar,hotspot_cambodia,hotspot_lao_pdr,hotspot_p_malaysia,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,wind_dir_sin,wind_dir_cos
2017-07-01 06:00:00,16.0,30.0,250.0,23.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9397,-0.342
2017-07-01 12:00:00,15.0,25.0,245.0,30.3,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9063,-0.4226
2017-07-01 18:00:00,18.0,23.0,255.0,27.6,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9659,-0.2588
2017-07-02 00:00:00,17.0,22.0,250.0,23.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9397,-0.342
2017-07-02 06:00:00,16.0,20.0,253.0,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9563,-0.2924
2017-07-02 12:00:00,11.0,21.0,238.0,30.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.848,-0.5299
2017-07-02 18:00:00,15.0,29.0,245.0,27.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9063,-0.4226
2017-07-03 00:00:00,14.0,33.0,273.0,23.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9986,0.0523
2017-07-03 06:00:00,20.0,26.0,270.0,23.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0,-0.0
2017-07-03 12:00:00,20.0,23.0,253.0,30.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9563,-0.2924
2017-07-03 18:00:00,19.0,30.0,267.0,27.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9986,-0.0523
2017-07-04 00:00:00,11.0,40.0,267.0,23.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9986,-0.0523
2017-07-04 06:00:00,20.0,39.0,265.0,23.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9962,-0.0872
2017-07-04 12:00:00,26.0,31.0,265.0,27.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9962,-0.0872
2017-07-04 18:00:00,25.0,29.0,273.0,25.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9986,0.0523
2017-07-05 00:00:00,22.0,20.0,262.0,21.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9903,-0.1392
2017-07-05 06:00:00,19.0,24.0,257.0,22.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9744,-0.225
2017-07-05 12:00:00,18.0,18.0,247.0,29.5,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9205,-0.3907
2017-07-05 18:00:00,19.0,19.0,257.0,27.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9744,-0.225
2017-07-06 00:00:00,19.0,17.0,265.0,21.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9962,-0.0872
2017-07-06 06:00:00,18.0,14.0,258.0,22.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9781,-0.2079
2017-07-06 12:00:00,18.0,12.0,250.0,31.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9397,-0.342
